Image Filename,Coefficients
387.png,[-0.19763998  0.49320672 -0.14633173  0.10392538]
388.png,[-0.71799211  1.33652584 -0.52848526  0.15534433]
389.png,[-0.18418669  0.48245316 -0.14673231  0.10440516]
390.png,[-0.20677444  0.53300804 -0.17601897  0.1093723 ]
391.png,[-0.21388471  0.54448596 -0.18065636  0.10988483]
392.png,[-0.17259577  0.47343445 -0.13993917  0.09956224]
393.png,[-0.19403992  0.51701999 -0.16663184  0.10695662]
394.png,[-0.1880553   0.51672335 -0.16907535  0.10774545]
395.png,[-0.14841479  0.45651611 -0.14598933  0.10569627]
396.png,[-0.12821213  0.42683029 -0.1326332   0.10342292]
397.png,[-0.1233642   0.42429475 -0.13360359  0.10381693]
398.png,[-0.12687489  0.44245153 -0.1445287   0.1056541 ]
399.png,[-0.09426214  0.39349047 -0.12381539  0.09916104]
400.png,[-0.04638973  0.32395257 -0.09873706  0.10019844]
401.png,[-0.11109891  0.46933662 -0.19147164  0.11442386]
402.png,[-0.01482301  0.2809849  -0.08458339  0.09900324]
403.png,[-0.10253758  0.47033132 -0.19714311  0.1156396 ]
404.png,[-0.10428368  0.47459688 -0.20032939  0.11606027]
405.png,[-0.11861561  0.51010142 -0.22182203  0.11945202]
406.png,[ 8.43283746e-05  2.84067231e-01 -9.54041482e-02  1.01087720e-01]
407.png,[-0.09941221  0.48543572 -0.20796129  0.11706994]
408.png,[-0.09414076  0.48387738 -0.20744914  0.11676865]
409.png,[ 0.04831436  0.21644853 -0.060688    0.09563701]
410.png,[ 0.05467032  0.21346989 -0.06202201  0.09611831]
411.png,[-0.01097119  0.35977833 -0.15222166  0.10645549]
412.png,[ 0.0808736   0.18320635 -0.05028733  0.0946454 ]
413.png,[ 0.01269337  0.3036537  -0.11328868  0.10354401]
414.png,[ 0.05929752  0.23406291 -0.07382273  0.09409088]
415.png,[ 0.03343018  0.28481339 -0.10180234  0.10151869]
