Image Filename,Coefficients
374.png,[-0.05263571  0.63274421 -0.58039731 -0.13212641]
375.png,[-0.050972    0.62943984 -0.56968789 -0.13461555]
376.png,[ 0.06599707  0.38970003 -0.42420796 -0.16279742]
377.png,[-0.02763987  0.58444549 -0.55325198 -0.13577835]
378.png,[-0.07236343  0.68306629 -0.60643107 -0.1294815 ]
379.png,[-0.07427256  0.67765547 -0.60888701 -0.1270037 ]
380.png,[-0.02575527  0.57729276 -0.5356034  -0.14153689]
381.png,[-0.06436086  0.65518685 -0.5929975  -0.13035179]
382.png,[-0.02025749  0.55603818 -0.52719769 -0.14143175]
383.png,[-0.01890048  0.55124771 -0.52303278 -0.14225918]
384.png,[-0.05263571  0.63274421 -0.58039731 -0.13212641]
385.png,[-0.02699342  0.56876112 -0.53441664 -0.140278  ]
386.png,[-0.06656016  0.66175521 -0.59915521 -0.12853276]
387.png,[-0.07350249  0.67228672 -0.60175542 -0.12961364]
388.png,[-0.07803675  0.68403727 -0.61107484 -0.12744264]
389.png,[-0.03794695  0.5914325  -0.54814429 -0.13827689]
390.png,[-0.03907437  0.59323918 -0.55010395 -0.13712606]
391.png,[ 1.08687357 -1.82134254  1.15668457 -0.58978586]
392.png,[-0.07803675  0.68403727 -0.61107484 -0.12744264]
393.png,[-0.03794695  0.5914325  -0.54814429 -0.13827689]
394.png,[-0.06034802  0.64864433 -0.59012903 -0.13059737]
395.png,[-0.06686413  0.64925746 -0.58325321 -0.13230746]
396.png,[-0.09426599  0.70803564 -0.6212903  -0.12612238]
397.png,[-0.08121458  0.68818639 -0.61148688 -0.12808464]
398.png,[ 0.03463255  0.45394323 -0.46323101 -0.15673357]
399.png,[-0.07803675  0.68403727 -0.61107484 -0.12744264]
400.png,[-0.08596441  0.69837872 -0.61909523 -0.12600949]
401.png,[-0.09426599  0.70803564 -0.6212903  -0.12612238]
402.png,[-0.07803675  0.68403727 -0.61107484 -0.12744264]
403.png,[-0.07032447  0.66813724 -0.60134317 -0.12897167]
404.png,[-0.07032447  0.66813724 -0.60134317 -0.12897167]
