Image Filename,Coefficients
352.png,[-0.15142549  0.25787056  0.04575644  0.05214471]
353.png,[-2.15086471e-01  3.70874927e-01  3.11391632e-04  5.73657372e-02]
354.png,[-0.1689995   0.26375451  0.08354392  0.04247685]
355.png,[-0.25013198  0.47570428 -0.08925547  0.09237981]
356.png,[-0.26667824  0.50749095 -0.09632189  0.09214147]
357.png,[-0.21104429  0.39862515 -0.02448469  0.08162319]
358.png,[-0.23013114  0.41493336 -0.0131735   0.07898711]
359.png,[-0.24466958  0.45730418 -0.03617161  0.08180798]
360.png,[-0.29288289  0.53667401 -0.06230593  0.08395987]
361.png,[-0.21698397  0.39499728  0.02701054  0.06956211]
362.png,[-0.71264204  1.16023811 -0.29123634  0.11352777]
363.png,[-0.50969192  0.73203534  0.01342192  0.03946975]
364.png,[-0.23957273  0.44779399  0.0170615   0.07401104]
365.png,[-0.69694849  1.1343662  -0.25168909  0.11033055]
366.png,[-0.28485469  0.5157477   0.01227033  0.0717528 ]
367.png,[-0.82714171  1.34941854 -0.3297984   0.11729506]
368.png,[-0.5741223   0.8132858   0.04176628  0.03403656]
369.png,[-0.25452556  0.45966853  0.06574375  0.0669751 ]
370.png,[-0.72589085  1.13358533 -0.15354212  0.07537615]
371.png,[-0.33184179  0.65517877 -0.07639288  0.10354177]
372.png,[-0.3189592   0.62411475 -0.0452864   0.09781329]
373.png,[-0.28934358  0.57780243 -0.01633984  0.09314147]
374.png,[-0.32748097  0.66177071 -0.06487837  0.10110693]
375.png,[-0.2623076   0.55656506 -0.01468934  0.09953917]
376.png,[-0.24621619  0.52366412  0.01162508  0.09524082]
377.png,[-0.20413697  0.45008927  0.05776822  0.08865485]
378.png,[-0.06540275  0.12229982  0.3328308   0.00838604]
379.png,[-0.10295751  0.18736515  0.30910882  0.00944644]
380.png,[ 0.03464849 -0.05905746  0.44345085 -0.00599201]
381.png,[-0.1462822   0.32811399  0.19095837  0.04058546]
382.png,[-0.28183826  0.62777075 -0.01840956  0.09553562]
383.png,[-0.272504    0.62649282 -0.01811566  0.09546832]
384.png,[-0.24868551  0.5934314  -0.00162342  0.09287796]
385.png,[-0.24565988  0.58658419  0.01217577  0.09014297]
386.png,[-0.23240098  0.58667256  0.0081434   0.09077206]
387.png,[-0.12536034  0.39988287  0.11204458  0.07033645]
388.png,[-0.1483367   0.44984403  0.08589071  0.08188168]
389.png,[-0.15022212  0.45386817  0.0866141   0.08352738]
390.png,[-0.1626003   0.47817595  0.08363369  0.08363083]
391.png,[-0.156822    0.46616945  0.09513028  0.08188941]
392.png,[-0.08281845  0.34328663  0.16844928  0.07012796]
393.png,[0.01183217 0.18552233 0.25068134 0.06171398]
394.png,[0.09646184 0.03925603 0.33195476 0.04962884]
395.png,[0.03248126 0.1473928  0.28073536 0.05945761]
396.png,[0.088542   0.05831786 0.33203937 0.05289435]
397.png,[0.01346195 0.23298627 0.20579696 0.08678722]
398.png,[0.03458062 0.19560737 0.24354314 0.08093043]
399.png,[0.0126502  0.23572659 0.23120896 0.08265983]
400.png,[-0.01052194  0.27596342  0.2305353   0.07177301]
401.png,[ 0.19052718 -0.09810862  0.44283302  0.05217898]
402.png,[0.13101857 0.02115022 0.37869874 0.06389904]
403.png,[ 0.15316599 -0.04057047  0.4464285   0.04972886]
404.png,[0.06365217 0.16191201 0.30684154 0.08155156]
405.png,[0.14743322 0.05228593 0.35422372 0.0766337 ]
406.png,[ 0.24111192 -0.14047065  0.47779206  0.05919285]
407.png,[ 0.25102415 -0.15170885  0.48665548  0.05773274]
408.png,[0.15048379 0.03487781 0.40416701 0.06788645]
409.png,[ 0.1954391  -0.0590677   0.47441809  0.05444457]
410.png,[ 0.2247204  -0.09609969  0.50093723  0.0505041 ]
411.png,[ 0.30432178 -0.23561192  0.56793791  0.04303269]
412.png,[0.08075395 0.25884129 0.22490437 0.12192787]
413.png,[0.11153023 0.22799248 0.25178276 0.11818198]
414.png,[0.10526225 0.22434833 0.26427967 0.11359513]
415.png,[0.1299431  0.19264046 0.29887277 0.10966342]
416.png,[ 0.25424222 -0.01937154  0.40255039  0.09593721]
417.png,[ 0.28025109 -0.043149    0.41757568  0.09531339]
418.png,[ 0.30475917 -0.08744027  0.45591664  0.08702651]
